STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SEX,Sex,AGE,Age,TENURE,Job tenure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,GBR,United Kingdom,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2022,,0.292,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,GBR,United Kingdom,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2021,,0.29,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,GBR,United Kingdom,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2020,,0.299,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,GBR,United Kingdom,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_1T5,From 1 to 5 months,A,Annual,2019,,0.244,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,HUN,Hungary,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2017,,1.794,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,HUN,Hungary,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2016,,1.799,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,HUN,Hungary,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2015,,1.783,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,HUN,Hungary,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2022,,1.705,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,HUN,Hungary,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2021,,1.714,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,HUN,Hungary,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2020,,1.788,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,HUN,Hungary,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2019,,1.761,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,PRT,Portugal,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2015,,0.043,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,PRT,Portugal,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,0,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,PRT,Portugal,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2022,,0.042,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,PRT,Portugal,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2021,,0.045,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,PRT,Portugal,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2020,,0.042,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,PRT,Portugal,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2019,,0.042,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,PRT,Portugal,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2018,,0.045,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,PRT,Portugal,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2017,,0.045,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,LTU,Lithuania,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,TOTD,Total declared,A,Annual,2015,,6.554,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,LTU,Lithuania,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,TOTD,Total declared,A,Annual,2023,,8.811,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,LTU,Lithuania,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,TOTD,Total declared,A,Annual,2022,,8.912,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,LTU,Lithuania,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,TOTD,Total declared,A,Annual,2021,,8.077,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,LTU,Lithuania,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,TOTD,Total declared,A,Annual,2020,,6.572,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,LTU,Lithuania,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,TOTD,Total declared,A,Annual,2019,,6.423,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,LTU,Lithuania,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,TOTD,Total declared,A,Annual,2018,,6.398,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,LTU,Lithuania,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,TOTD,Total declared,A,Annual,2017,,6.478,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ESP,Spain,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2017,,1.655,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ESP,Spain,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2016,,1.658,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ESP,Spain,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2015,,1.676,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ESP,Spain,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2022,,1.646,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ESP,Spain,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2021,,1.719,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ESP,Spain,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2020,,1.66,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ESP,Spain,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2019,,1.64,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,GBR,United Kingdom,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2018,,6.913,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,GBR,United Kingdom,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2017,,6.985,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,GBR,United Kingdom,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2016,,7.06,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,GBR,United Kingdom,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2023,,8.309,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,GBR,United Kingdom,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2022,,8.252,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,GBR,United Kingdom,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2021,,8.244,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,GBR,United Kingdom,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2020,,8.201,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,POL,Poland,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2015,,0.699,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,POL,Poland,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2023,,0.754,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,POL,Poland,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2022,,0.694,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,POL,Poland,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2021,,0.695,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,POL,Poland,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2020,,0.706,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,POL,Poland,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2019,,0.698,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,POL,Poland,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2018,,0.694,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,POL,Poland,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2017,,0.695,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,FRA,France,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2017,,0.693,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,FRA,France,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2016,,0.691,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,FRA,France,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2015,,0.698,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,FRA,France,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2023,,0.737,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,FRA,France,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2022,,0.693,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,FRA,France,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2021,,0.689,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,FRA,France,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2020,,0.694,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,FRA,France,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2019,,0.701,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,POL,Poland,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2017,,6.758,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,POL,Poland,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2016,,6.788,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,POL,Poland,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2015,,6.807,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,POL,Poland,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2022,,6.636,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,POL,Poland,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2021,,6.609,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,POL,Poland,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2020,,6.652,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,POL,Poland,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_5T9,From 5 to 9 years,A,Annual,2019,,6.747,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,OECD,OECD,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2015,,1.709,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,OECD,OECD,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2023,,1.902,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,OECD,OECD,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2022,,1.788,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,OECD,OECD,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2021,,1.83,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,OECD,OECD,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2020,,1.817,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,OECD,OECD,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2019,,1.729,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,OECD,OECD,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2018,,1.739,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,OECD,OECD,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2017,,1.737,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CYP,Cyprus,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2015,,0.684,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CYP,Cyprus,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2023,,0.735,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CYP,Cyprus,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2022,,0.686,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CYP,Cyprus,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2021,,0.687,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CYP,Cyprus,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2020,,0.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CYP,Cyprus,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2019,,0.688,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CYP,Cyprus,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2018,,0.687,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CYP,Cyprus,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2017,,0.682,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,GBR,United Kingdom,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2017,,0.693,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,GBR,United Kingdom,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2016,,0.697,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,GBR,United Kingdom,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2023,,0.83,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,GBR,United Kingdom,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2022,,0.829,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,GBR,United Kingdom,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2021,,0.82,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,GBR,United Kingdom,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2020,,0.847,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,GBR,United Kingdom,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2019,,0.701,,A,Normal value,0,Units,1,One
